time,open,high,low,close,volume
2026-04-25T23:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-26T00:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-26T01:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-26T02:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-26T03:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-26T04:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-26T05:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-26T06:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-26T07:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-26T08:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-26T09:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-26T10:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-26T11:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-26T12:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-26T13:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-26T14:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-26T15:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-26T16:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-26T17:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-26T18:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-26T19:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-26T20:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-26T21:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-26T22:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-26T23:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-27T00:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-27T01:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-27T02:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-27T03:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-27T04:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-27T05:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-27T06:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-27T07:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-27T08:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-27T09:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-27T10:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-27T11:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-27T12:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-27T13:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-27T14:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-27T15:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-27T16:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-27T17:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-27T18:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-27T19:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-27T20:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-27T21:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-27T22:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-27T23:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-28T00:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-28T01:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-28T02:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-28T03:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-28T04:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-28T05:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-28T06:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-28T07:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-28T08:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-28T09:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-28T10:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-28T11:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-28T12:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-28T13:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-28T14:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-28T15:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-28T16:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-28T17:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-28T18:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-28T19:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-28T20:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-28T21:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-28T22:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-28T23:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-29T00:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-29T01:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-29T02:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-29T03:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-29T04:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-29T05:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-29T06:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-29T07:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-29T08:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-29T09:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-29T10:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-29T11:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-29T12:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-29T13:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
2026-04-29T14:15:00Z,101.10000000000001,101.9,99.5,100.7,1
2026-04-29T15:15:00Z,100.4,101.2,98.8,100.0,1
2026-04-29T16:15:00Z,99.7,100.5,98.1,99.3,1
2026-04-29T17:15:00Z,99.0,99.8,97.39999999999999,98.6,1
2026-04-29T18:15:00Z,98.30000000000001,99.10000000000001,96.7,97.9,1
2026-04-29T19:15:00Z,132.4,133.2,130.8,132.0,1
2026-04-29T20:15:00Z,96.9,97.7,95.3,96.5,1
2026-04-29T21:15:00Z,96.2,97.0,94.6,95.8,1
2026-04-29T22:15:00Z,95.5,96.3,93.89999999999999,95.1,1
2026-04-29T23:15:00Z,106.0,106.8,104.39999999999999,105.6,1
2026-04-30T00:15:00Z,105.30000000000001,106.10000000000001,103.7,104.9,1
2026-04-30T01:15:00Z,104.60000000000001,105.4,103.0,104.2,1
2026-04-30T02:15:00Z,103.9,104.7,102.3,103.5,1
2026-04-30T03:15:00Z,88.4,89.2,86.8,88.0,1
2026-04-30T04:15:00Z,102.5,103.3,100.89999999999999,102.1,1
2026-04-30T05:15:00Z,101.80000000000001,102.60000000000001,100.2,101.4,1
