time,open,high,low,close,volume
2026-05-01T08:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T08:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T08:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T09:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T09:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T09:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T09:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T10:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T10:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T10:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T10:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T11:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T11:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T11:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T11:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T12:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T12:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T12:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T12:45:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T13:00:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T13:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T13:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T13:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T14:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T14:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T14:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T14:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T15:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T15:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T15:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T15:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T16:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T16:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T16:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T16:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T17:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T17:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T17:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T17:45:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T18:00:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T18:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T18:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T18:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T19:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T19:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T19:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T19:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T20:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T20:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T20:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T20:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T21:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T21:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-01T21:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-01T21:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-01T22:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-01T22:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-01T22:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-01T22:45:00Z,99.5,99.7,98.9,99.4,1
2026-05-01T23:00:00Z,99.3,99.5,98.7,99.2,1
2026-05-01T23:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-01T23:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-01T23:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T00:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T00:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T00:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T00:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T01:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T01:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-02T01:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-02T01:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-02T02:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-02T02:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T02:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T02:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T03:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T03:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T03:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T03:45:00Z,99.5,99.7,98.9,99.4,1
2026-05-02T04:00:00Z,99.3,99.5,98.7,99.2,1
2026-05-02T04:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-02T04:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-02T04:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T05:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T05:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T05:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T05:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T06:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T06:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-02T06:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-02T06:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-02T07:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-02T07:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T07:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T07:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T08:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T08:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T08:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T08:45:00Z,99.5,99.7,98.9,99.4,1
2026-05-02T09:00:00Z,99.3,99.5,98.7,99.2,1
2026-05-02T09:15:00Z,101.1,101.3,100.5,101.0,1
2026-05-02T09:30:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-02T09:45:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T10:00:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T10:15:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T10:30:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T10:45:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T11:00:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T11:15:00Z,99.5,99.7,98.9,99.4,1
2026-05-02T11:30:00Z,99.3,99.5,98.7,99.2,1
2026-05-02T11:45:00Z,101.1,101.3,100.5,101.0,1
2026-05-02T12:00:00Z,100.89999999999999,101.1,100.3,100.8,1
2026-05-02T12:15:00Z,100.69999999999999,100.89999999999999,100.1,100.6,1
2026-05-02T12:30:00Z,100.5,100.7,99.9,100.4,1
2026-05-02T12:45:00Z,100.3,100.5,99.7,100.2,1
2026-05-02T13:00:00Z,100.1,100.3,99.5,100.0,1
2026-05-02T13:15:00Z,99.89999999999999,100.1,99.3,99.8,1
2026-05-02T13:30:00Z,99.69999999999999,99.89999999999999,99.1,99.6,1
2026-05-02T13:45:00Z,99.5,99.7,98.9,99.4,1
