time,open,high,low,close,volume
2026-04-01T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-02T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-03T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-04T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-05T00:00:00Z,97.0,106.0,86.0,96.0,1
2026-04-06T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-07T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-08T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-09T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-10T00:00:00Z,97.0,106.0,86.0,96.0,1
2026-04-11T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-12T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-13T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-14T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-15T00:00:00Z,97.0,106.0,86.0,96.0,1
2026-04-16T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-17T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-18T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-19T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-20T00:00:00Z,97.0,106.0,86.0,96.0,1
2026-04-21T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-22T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-23T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-24T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-25T00:00:00Z,97.0,106.0,86.0,96.0,1
2026-04-26T00:00:00Z,101.0,110.0,90.0,100.0,1
2026-04-27T00:00:00Z,100.0,109.0,89.0,99.0,1
2026-04-28T00:00:00Z,99.0,108.0,88.0,98.0,1
2026-04-29T00:00:00Z,98.0,107.0,87.0,97.0,1
2026-04-30T00:00:00Z,100.0,133.0,87.0,99.0,1
2026-05-01T00:00:00Z,99.0,105.0,90.0,94.0,1
